strain	id	culture_year	edited	allele	condition	transcript	tpm
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	C41D11.1c.1	0.931586633711406
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	0.732875568827699
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	0.491318586061496
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	1.39068716450244
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	C41D11.1c.1	2.21422734952523
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	1.23335132021784
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	1.95477341971198
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	C41D11.1c.1	1.56898924565516
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	C41D11.1c.1	4.00160002213886
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	1.17153248442435
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	C41D11.1c.1	0.806214938709076
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	2.7011025461537
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1c.1	1.92697649501533
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	C41D11.1c.1	0.745151068333237
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	C41D11.1c.1	2.82592111204225
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	C41D11.1c.1	1.14974231458672
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	C41D11.1c.1	9.93830480612391
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1c.1	9.99215578521351
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1c.1	10.0227592067795
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	C41D11.1c.1	5.6919984232459
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1c.1	9.54512536590141
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1c.1	8.25912019045246
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1c.1	6.69629907954321
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	C41D11.1c.1	10.0679198962545
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1c.1	10.1766057804932
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1c.1	9.64500837209464
JU642	GZ_B10_G3	2022	FALSE	ALT	JU642	C41D11.1c.1	8.42381948975405
JU642	GZ_B10_H4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1c.1	10.3702659430031
JU642	GZ_B10_H5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1c.1	7.56317697047267
JU642	GZ_B10_H6	2022	FALSE	ALT	JU642	C41D11.1c.1	8.29580999043086
JU642	GZ_B7_A6	2017	FALSE	ALT	JU642	C41D11.1c.1	13.8609619162113
JU642	GZ_B7_D2	2017	FALSE	ALT	JU642	C41D11.1c.1	10.0542559604358
JU642	GZr_B5_I2	2017	FALSE	ALT	JU642	C41D11.1c.1	12.8484111343902
JU2106	GZ_B10_A1_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	2.49509024173527
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	3.932573986438
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	4.23744637063818
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	2.81118256618823
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	1.63557020945185
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	3.38678732402257
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	C41D11.1d.1	3.55822273349606
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	6.29657612738434
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	3.0057082466287
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	C41D11.1d.1	3.58006185847662
JU2106	GZ_B10_F4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	2.62026257024177
JU2106	GZ_B10_F7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	3.05741372612712
JU2106	GZ_B10_G4	2022	FALSE	ALT	JU2106	C41D11.1d.1	2.76104057668677
JU2106	GZ_B10_H1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1d.1	2.86127211126047
JU2106	GZ_B10_H7	2022	FALSE	ALT	JU2106	C41D11.1d.1	3.85874611038798
JU2106	GZ_B3_D9	2017	FALSE	ALT	JU2106	C41D11.1d.1	2.85410639584023
JU2106	GZ_B5_B8	2017	FALSE	ALT	JU2106	C41D11.1d.1	2.87875906402833
JU2106	GZr_B3_B5	2017	FALSE	ALT	JU2106	C41D11.1d.1	3.44377456079756
JU2141	GZ_B10_A6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	3.66792887596286
JU2141	GZ_B10_B8_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	5.45773817327098
JU2141	GZ_B10_B9_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	4.92727477680689
JU2141	GZ_B10_C5	2022	FALSE	REF	JU2141	C41D11.1d.1	6.23210810516969
JU2141	GZ_B10_D2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	4.03675508450715
JU2141	GZ_B10_D8	2022	FALSE	REF	JU2141	C41D11.1d.1	2.6686854458898
JU2141	GZ_B10_E5_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	4.61024983077812
JU2141	GZ_B10_E6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	3.14703970389257
JU2141	GZ_B10_G5	2022	FALSE	REF	JU2141	C41D11.1d.1	5.02487511873453
JU2141	GZ_B10_H2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	3.52294265008513
JU2141	GZ_B10_H3_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1d.1	3.23870916893926
JU2141	GZ_B10_H8	2022	FALSE	REF	JU2141	C41D11.1d.1	3.50929390888739
JU2141	GZ_B2_A7	2017	FALSE	REF	JU2141	C41D11.1d.1	3.92951067349803
JU2141	GZ_B4_I1	2017	FALSE	REF	JU2141	C41D11.1d.1	3.51149528911159
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	C41D11.1d.1	4.90533850862005
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	5.42046615921924
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	6.44899372223617
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	4.74253352465575
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	C41D11.1d.1	4.95158953264008
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	3.00349570523216
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	3.84767279925709
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	C41D11.1d.1	3.03264662218546
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	C41D11.1d.1	3.22631748597788
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	3.94661488664804
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	C41D11.1d.1	5.3416645178758
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	4.48427257825145
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1d.1	4.25568837641229
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	C41D11.1d.1	4.34536814698174
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	C41D11.1d.1	3.95638753627766
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	C41D11.1d.1	3.48369385778433
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	C41D11.1d.1	3.70332206718762
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1d.1	3.86965486839701
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1d.1	4.45656850699329
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	C41D11.1d.1	3.43949344968264
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1d.1	5.82184380327316
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1d.1	5.13283523707189
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1d.1	3.49045335719942
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	C41D11.1d.1	2.82737743857348
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1d.1	4.31840473176879
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1d.1	2.76695282305805
JU642	GZ_B10_G3	2022	FALSE	ALT	JU642	C41D11.1d.1	2.14738672405956
JU642	GZ_B10_H4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1d.1	3.30587312691443
JU642	GZ_B10_H5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1d.1	3.23816512969613
JU642	GZ_B10_H6	2022	FALSE	ALT	JU642	C41D11.1d.1	4.48829328973806
JU642	GZ_B7_A6	2017	FALSE	ALT	JU642	C41D11.1d.1	4.00912170150591
JU642	GZ_B7_D2	2017	FALSE	ALT	JU642	C41D11.1d.1	5.15456534841254
JU642	GZr_B5_I2	2017	FALSE	ALT	JU642	C41D11.1d.1	1.84250688262277
JU2106	GZ_B10_A1_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0615198867171243
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.10163479212593
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.067855128803981
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0597972492124867
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0247314553800751
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0923076078790774
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	C41D11.1e.1	0.0674440697861029
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0511567642918902
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	C41D11.1e.1	0.0405273228330503
JU2106	GZ_B10_F4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0719372832190552
JU2106	GZ_B10_F7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0400049689640863
JU2106	GZ_B10_G4	2022	FALSE	ALT	JU2106	C41D11.1e.1	0.0638014147209804
JU2106	GZ_B10_H1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1e.1	0.0991216973026107
JU2106	GZ_B10_H7	2022	FALSE	ALT	JU2106	C41D11.1e.1	0.0676169407191039
JU2106	GZ_B3_D9	2017	FALSE	ALT	JU2106	C41D11.1e.1	0.108143590708739
JU2106	GZ_B5_B8	2017	FALSE	ALT	JU2106	C41D11.1e.1	0.024429485298446
JU2106	GZr_B3_B5	2017	FALSE	ALT	JU2106	C41D11.1e.1	0.0294423815379601
JU2141	GZ_B10_A6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	0.527329253315421
JU2141	GZ_B10_B8_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	0.599787968794846
JU2141	GZ_B10_B9_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	0.594662381891024
JU2141	GZ_B10_C5	2022	FALSE	REF	JU2141	C41D11.1e.1	0.481387222998183
JU2141	GZ_B10_D2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	0.827553262176952
JU2141	GZ_B10_D8	2022	FALSE	REF	JU2141	C41D11.1e.1	0.791188711801985
JU2141	GZ_B10_E5_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	0.948396321213581
JU2141	GZ_B10_E6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	0.727715633621515
JU2141	GZ_B10_G5	2022	FALSE	REF	JU2141	C41D11.1e.1	0.619268277221233
JU2141	GZ_B10_H2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	1.04817169330074
JU2141	GZ_B10_H3_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1e.1	0.818707773080413
JU2141	GZ_B10_H8	2022	FALSE	REF	JU2141	C41D11.1e.1	0.800611767608329
JU2141	GZ_B2_A7	2017	FALSE	REF	JU2141	C41D11.1e.1	0.619301560522547
JU2141	GZ_B4_I1	2017	FALSE	REF	JU2141	C41D11.1e.1	0.645813855044808
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	C41D11.1e.1	0.572227430918228
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.870544332888141
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.459602189818458
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.733719174112321
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	C41D11.1e.1	0.679826708062477
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.619511192030499
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.684147254248338
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	C41D11.1e.1	0.660980321590805
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	C41D11.1e.1	0.78129580567304
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.678964663201689
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	C41D11.1e.1	0.814012372506479
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.836721650144375
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1e.1	0.783608726388992
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	C41D11.1e.1	1.10394846621541
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	C41D11.1e.1	0.890561442225031
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	C41D11.1e.1	0.827152077945924
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	C41D11.1e.1	0.161247261426499
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.0686200604065995
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.103584832482211
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	C41D11.1e.1	0
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.0427671976450389
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.12109733266649
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.111462145222737
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	C41D11.1e.1	0.0263763874734082
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.0669415736105377
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.031327596883396
JU642	GZ_B10_G3	2022	FALSE	ALT	JU642	C41D11.1e.1	0.0270787903791173
JU642	GZ_B10_H4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.0892049474281437
JU642	GZ_B10_H5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1e.1	0.0528893167601044
JU642	GZ_B10_H6	2022	FALSE	ALT	JU642	C41D11.1e.1	0.074972867315872
JU642	GZ_B7_A6	2017	FALSE	ALT	JU642	C41D11.1e.1	0.0272107021959788
JU642	GZ_B7_D2	2017	FALSE	ALT	JU642	C41D11.1e.1	0.161375454273901
JU642	GZr_B5_I2	2017	FALSE	ALT	JU642	C41D11.1e.1	0.133064397771585
JU2106	GZ_B10_A1_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.106250210282063
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.13799987832733
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.0707148209439847
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.0811070216723596
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.134395339765731
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.107286487271784
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	C41D11.1f.1	0.0233568171869546
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.0734792422020685
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.0791425216914052
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	C41D11.1f.1	0.0549777157107386
JU2106	GZ_B10_F4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.12984305448644
JU2106	GZ_B10_F7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.055405145397762
JU2106	GZ_B10_G4	2022	FALSE	ALT	JU2106	C41D11.1f.1	0.25996698563939
JU2106	GZ_B10_H1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.1f.1	0.1160602711117
JU2106	GZ_B10_H7	2022	FALSE	ALT	JU2106	C41D11.1f.1	0.0467965244214001
JU2106	GZ_B3_D9	2017	FALSE	ALT	JU2106	C41D11.1f.1	0.115024124003226
JU2106	GZ_B5_B8	2017	FALSE	ALT	JU2106	C41D11.1f.1	0.198825034044743
JU2106	GZr_B3_B5	2017	FALSE	ALT	JU2106	C41D11.1f.1	0.0803798765714543
JU2141	GZ_B10_A6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	3.07645753161361
JU2141	GZ_B10_B8_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	2.41332010391348
JU2141	GZ_B10_B9_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	2.27947237980163
JU2141	GZ_B10_C5	2022	FALSE	REF	JU2141	C41D11.1f.1	2.81305550780117
JU2141	GZ_B10_D2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	2.36782883834548
JU2141	GZ_B10_D8	2022	FALSE	REF	JU2141	C41D11.1f.1	2.85247854926234
JU2141	GZ_B10_E5_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	2.23437390893334
JU2141	GZ_B10_E6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	2.26427975437107
JU2141	GZ_B10_G5	2022	FALSE	REF	JU2141	C41D11.1f.1	2.07110447414518
JU2141	GZ_B10_H2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	3.00642428838301
JU2141	GZ_B10_H3_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.1f.1	2.00168165056448
JU2141	GZ_B10_H8	2022	FALSE	REF	JU2141	C41D11.1f.1	2.4582831181452
JU2141	GZ_B2_A7	2017	FALSE	REF	JU2141	C41D11.1f.1	1.8522546916849
JU2141	GZ_B4_I1	2017	FALSE	REF	JU2141	C41D11.1f.1	1.79700209461193
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	C41D11.1f.1	1.95002443263822
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	1.79233135428726
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	1.82598326794276
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	2.30821236758228
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	C41D11.1f.1	2.35318030796614
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	2.56842635954764
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	2.19318389616343
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	C41D11.1f.1	2.65640700032764
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	C41D11.1f.1	1.71512866510028
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	2.67854705258627
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	C41D11.1f.1	2.22541880062783
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	2.43874689540563
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.1f.1	2.21665666059621
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	C41D11.1f.1	2.91476633571349
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	C41D11.1f.1	2.06731426687663
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	C41D11.1f.1	1.6124685106877
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	C41D11.1f.1	0.268533215670524
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1f.1	0.163140098727017
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1f.1	0.123290291458883
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	C41D11.1f.1	0.396068456060618
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1f.1	0
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1f.1	0.164967337079802
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1f.1	0.24322943019895
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	C41D11.1f.1	0.035896241178146
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.1f.1	0.0620347807758648
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.1f.1	0.0213510130173651
